id,store_code,substore_code,sap_store_code,sappayer_store_code,sales_base_code,sales_base_name,pref_code,sales_code,sales_name,intreatment_code,chain_code,chain_name,conflict_code,trading_halts_date,conflict_cl_type,conflict_care_type,shipment_dp_cl,shipment_dp_care,store_name_kanji,store_name_ryaku,store_name_kana,payer_name,postal_code,addr01,addr02,addr03,tel,fax,partner_store_id,deliverynote_no,create_date,discriminator_type,sap_create_date,sap_update_date,update_date,_BATCH_ID_,_BATCH_LAST_RUN_,JJ物販,JJ定期便,クーパー,アルコン,ボシュロム
7363,129898,5,704480,0000129898,254,九州第３営業チーム,44,2723,植田　健二,0,,,2,,0,0,74,78,協同組合　くすりの九友会　大分事務所,協同組合　くすりの九,ｷﾖｳﾄﾞｳｸﾐｱｲ ｸｽﾘﾉｷﾕｳﾕｳｶｲ ｵｵｲﾀｼﾞﾑ,株式会社　シーベスト,8700028,大分県大分市新町１０１番地,,,,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-01 00:00:00,2022-12-08 22:30:12,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7364,129929,0,129929,0000129929,49,関西営業２課,27,6650,高田　新,0,,,2,,1,1,71,78,清水眼科医院,清水眼科医院,ｼﾐｽﾞｶﾞﾝｶｲｲﾝ,清水眼科医院,5360013,大阪府大阪市城東区鴫野東,１－１３－１０,小竹クリニックビル４Ｆ,06-6965-5255,06-6965-5250,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2025-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,False,True
7365,130004,0,130004,0000130004,5,北陸営業所,17,5384,小谷　圭亮,0,,,2,,1,1,71,78,財団法人　北陸体力科学研究所,北陸体力科学研究所,ﾎｸﾘｸﾀｲﾘｮｸｶｶﾞｸｹﾝｷｭｳｼﾞｮ,財団法人　北陸体力科学研究所,9230833,石川県　小松市八幡イ１３－１,,．　＊４１,0761-47-1214,0761-47-0656,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2025-04-30 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,True
7366,130046,0,130046,0000130046,248,東海第３営業チーム,23,5423,小杉　怜,0,,,2,,0,0,71,78,杉浦眼科,杉浦眼科,ｽｷﾞｳﾗｶﾞﾝｶ,杉浦眼科,4450073,愛知県西尾市寄住町佃７７ー１,,．　＊５１,0563-56-8400,0563-54-2771,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-01 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,False,False,True
7367,130061,0,130061,0000130061,7,広島営業所,35,6287,松井　勇樹,0,,,2,,1,1,74,78,ごちょうコンタクトレンズ,ごちょうコンタクト,ｺﾞﾁﾖｳｺﾝﾀｸﾄﾚﾝｽﾞ,ごちょうコンタクトレンズ,7400018,山口県岩国市麻里布町,３丁目２０－２５,（０９０－３１７６－７５１３）,0827-22-7432,0827-22-7432,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,False,True,True
7368,130087,0,130087,0000130087,8,九州営業１課,44,2568,住本　琢彦,0,,,2,,1,1,74,78,（有）うすきコンタクト,うすきＣ,(ﾕｳ)ｳｽｷｺﾝﾀｸﾄ,（有）うすきコンタクト,8750052,大分県臼杵市市浜,６６９－１,うすき眼科隣,0972-62-2455,0972-62-2575,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,True,False
7369,130100,0,130100,0000130100,8,九州営業１課,44,2568,住本　琢彦,0,,,2,,1,1,74,78,（有）いずみ,（有）いずみ,(ﾕｳ)ｲｽﾞﾐ,（有）いずみ,8797131,大分県豊後大野市三重町市場,８７０,麻生眼科内,0974-22-0021,0974-22-6657,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,True,True
7370,130134,0,130134,0000130134,5,北陸営業チーム,16,6301,田中　綾乃,0,,,2,,0,0,71,78,（有）ふくろうコンタクト,ふくろうコンタクト,(ﾕｳ)ﾌｸﾛｳｺﾝﾀｸﾄ,（有）ふくろうコンタクト,9350004,富山県氷見市北大町１３ー３９,田畑眼科クリニツク内,．　＊３８,0766-72-2617,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2025-04-30 00:00:00,2025-11-12 22:30:03,1409.0,2026-05-26 05:10:04,False,False,True,True,False
7371,130142,0,130142,0000319613,18,首都圏営業２課,12,5392,大浦　剛,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,1,1,71,78,エース　ビジョン,エース　ビジョン,ｴｰｽ ﾋﾞｼﾞｮﾝ,エース　ビジョン,2970036,千葉県茂原市上永吉７３２,千葉薬草研究所内　エース　ビジョン,,,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,True,False,False
7372,130142,1,704481,0000319613,246,首都圏第４営業チーム,12,3237,中島　知之,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エース　ビジョン　（千葉薬草研究所）,千葉薬草研究所,ｴｰｽ ﾋﾞｼﾞｮﾝ (ﾁﾊﾞﾔｸｿｳｹﾝｷｭｳｼﾞｮ),エース　ビジョン,2970036,千葉県茂原市上永吉７３２,千葉薬草研究所　エース　ビジョン,,0475-22-5459,0475-25-4050,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,True,False,False
7373,130142,2,704482,0000319613,246,首都圏第４営業チーム,12,5783,太田　祐太,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エース　ビジョン　（忍足眼科）,忍足眼科,ｴｰｽ ﾋﾞｼﾞｮﾝ (ｵｼﾀﾘｶﾞﾝｶ),エース　ビジョン,2660005,千葉県千葉市緑区誉田町,１―９５７―２　和光調剤薬局内,エースビジョン,043-291-0781,043-292-8081,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,True,False,True,False,False
7374,130142,3,704483,0000319613,246,首都圏第４営業チーム,12,5867,柴山　京,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エースビジョン　（大木眼科クリニック）,大木眼科クリニック,ｴｰｽﾋﾞｼﾞｮﾝ (ｵｵｷｶﾞﾝｶｸﾘﾆｯｸ),エース　ビジョン,2900056,千葉県市原市五井１６２０,,,,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,True,False,False
7375,130142,4,704484,0000319613,246,首都圏第４営業チーム,12,3237,中島　知之,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エースビジョン（八千代北眼科）,八千代北眼科,ｴｰｽﾋﾞｼﾞｮﾝ(ﾔﾁﾖｷﾀｶﾞﾝｶ),エース　ビジョン,2760031,千葉県八千代市八千代台北６－８－５,,,0474-86-0577,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,True,False,True
7376,130142,5,704485,0000319613,246,首都圏第４営業チーム,12,5867,柴山　京,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エースビジョン（清川眼科医院）,清川眼科医院,ｴ-ｽﾋﾞｼﾞｮﾝ(ｷﾖｶﾜｶﾞﾝｶｲｲﾝ),エース　ビジョン,2900062,千葉県市原市八幡５８２－２,,,0436-41-0982,0436-41-0622,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,True,False,False
7377,130142,6,704486,0000319613,246,首都圏第４営業チーム,12,5783,太田　祐太,0,386,ｴｰｽﾋﾞｼﾞｮﾝ,2,,0,0,71,78,エースビジョン（千葉眼科）,千葉眼科,ｴ-ｽﾋﾞｼﾞｮﾝ(ﾁﾊﾞｶﾞﾝｶ),エース　ビジョン,2600045,千葉県千葉市中央区弁天１－２－３,,,043-256-5700,043-287-5001,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-10-06 00:00:00,2023-01-19 22:30:13,1409.0,2026-05-26 05:10:04,False,False,True,False,False
7378,130167,0,130167,0000130167,4,首都圏営業１課,11,6103,渡部　彩乃,0,,,2,,1,1,75,78,株式会社ようだコンタクト,ようだコンタクト,ｶﾌﾞｼｷｶﾞｲｼｬﾖｳﾀﾞｺﾝﾀｸﾄ,株式会社ようだコンタクト,3630017,埼玉県桶川市西,１－５－７,ようだ眼科内,048-771-8880,048-776-7978,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,True
7379,130191,0,130191,0000130191,22,東海営業１課,23,5785,志波　竜司,0,,,2,,1,1,71,78,あおやまコンタクト（カナミコンソ－シアム,あおやまコンタクト,ｱｵﾔﾏｺﾝﾀｸﾄ(ｶﾅﾐｺﾝｿ-ｼｱﾑ),あおやまコンタクト（カナミコンソ－シアム,4760013,愛知県東海市中央町５丁目３４番地,,．　＊５２１,052-603-5339,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,True
7380,130206,0,130206,0000130206,63,九州営業２課,46,6095,浦田　清耕,0,,,2,,1,1,74,78,吉野コンタクトレンズ,吉野コンタクトレンズ,ﾖｼﾉ ｺﾝﾀｸﾄﾚﾝｽﾞ,吉野コンタクトレンズ,8920871,鹿児島県鹿児島市吉野町,１７７３－７,,099-244-5311,099-244-5335,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,True
7381,130263,0,130263,0000130263,6,関西第１営業チーム,27,5782,松本　大雅,0,,,2,,0,0,71,78,キボシ眼科,キボシ眼科,ｷﾎﾞｼｶﾞﾝｶ,キボシ眼科,5330006,大阪市東淀川区上新庄２－２４－２３,上新庄阪急ビル３Ｆ,,06-6324-3932,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2021-10-07 00:00:00,2022-12-08 22:30:12,1409.0,2026-05-26 05:10:04,True,True,False,True,True
7382,130271,0,130271,0000130271,14,松本営業所,20,5886,圖師　智史,0,,,2,,1,1,71,78,アイリスコンタクト,アイリスコンタクト,ｱｲﾘｽｺﾝﾀｸﾄ,アイリスコンタクト,3860018,長野県上田市常田,２－３５－２,,0268-26-7272,0268-26-7877,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2025-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,True,True,False
7383,130319,0,130319,0000130319,49,関西営業２課,27,4489,籾山　恒平,0,,,2,,1,1,71,78,コンタクトシティ金剛,コンタクトシティ金剛,ｺﾝﾀｸﾄｼﾃｨｺﾝｺﾞｳ,コンタクトシティ金剛,5890011,大阪府大阪狭山市半田,１－６２３－３,（有限会社　ケルパー）,072-367-5505,0723-67-9613,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,False,True,True
7384,130350,0,130350,0000130350,25,東海営業２課,23,5357,塩田　優馬,0,,,2,,1,1,71,78,（有）ヒエノ,（有）ヒエノ,(ﾕｳ)ﾋｴﾉ,（有）ヒエノ,4710027,愛知県豊田市喜多町１－７２－２,,．　＊５１,0565-32-2448,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7385,130415,0,130415,0000130415,29,岡山営業所,33,106720,山内　諒平,0,,,2,,1,1,74,78,吉備コンタクトレンズ,吉備コンタクトレンズ,ｷﾋﾞｺﾝﾀｸﾄﾚﾝｽﾞ,吉備コンタクトレンズ,7010142,岡山県岡山市北区白石西新町,７－１１０,酒井眼科隣,086-255-2132,086-255-5380,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,False,True
7386,130464,0,130464,0000130464,6,関西営業１課,28,106760,益井　春香,0,,,2,,1,1,74,78,（有）アリスコンタクト（田中眼科）,アリスコンタクト（田,(ﾕｳ)ｱﾘｽｺﾝﾀｸﾄ(ﾀﾅｶｶﾞﾝｶ),（有）アリスコンタクト（田中眼科）,6610002,兵庫県尼崎市塚口町,４－１５－５,田中眼科内,06-6429-0319,06-6429-0319,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,True,True,True
7387,130472,0,130472,0000130472,20,松山営業所,38,5761,岡本　義正,0,,,2,,1,1,71,78,西尾コンタクトレンズ,西尾コンタクト,ﾆｼｵｺﾝﾀｸﾄﾚﾝｽﾞ,西尾コンタクトレンズ,7913102,愛媛県伊予郡松前町大字北黒田,１８５－５,,089-985-2122,089-985-2122,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-02-03 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,True
7388,130577,0,130577,0000130577,49,関西第２営業チーム,26,5352,磯部　奎佑,0,,,2,,0,0,71,78,北山眼鏡堂,北山眼鏡堂,ｷﾀﾔﾏｶﾞﾝｷｮｳﾄﾞｳ,北山眼鏡堂,6038116,京都市北区紫竹上本町１１－１,プルクラ－ド　１Ｆ－Ｂ,,075-493-8588,075-495-0279,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:12,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7389,130593,0,130593,0000130593,29,岡山営業所,31,2553,浅川　雄三,0,,,2,,1,1,71,78,＃智頭町立病院　眼科,智頭町立病院　眼科,ﾁｽﾞﾁﾖｳﾘﾂﾋﾞﾖｳｲﾝ ｶﾞﾝｶ,＃智頭町立病院　眼科,6891402,鳥取県八頭郡智頭町智頭　１８７５,,,0858-75-3211,0858-75-3211,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7390,130657,0,130657,0000130657,4,首都圏営業１課,11,6103,渡部　彩乃,0,6,ｶﾌﾞｼｷｶｲｼｬﾊﾟﾘﾐｷ,2,,1,0,71,78,パリミキ　八潮店（０４５６）,パリミキ八潮店,ﾊﾟﾘﾐｷﾔｼｵﾃﾝ(0456),パリミキ　八潮店（０４５６）,3400816,埼玉県八潮市中央,２－２２－１,,048-997-9343,048-998-0481,0456,6,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,False,False,False
7391,130673,0,130673,0000130673,7,広島営業所,34,5520,水野　貴教,0,10,ﾒｶﾞﾈ ﾉ ﾀﾅｶ,2,,1,1,74,78,タナカ　イオン三原店,タナカイオン三原店,ﾀﾅｶ ｲｵﾝﾐﾊﾗﾃﾝ,タナカ　イオン三原店,7230014,広島県三原市城町,２－１３－１,イオン三原１Ｆ,0848-62-8822,0848-60-1305,0844,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-02-03 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,True
7392,130681,0,130681,0000130681,18,関東営業２課,13,1843,森田　丈爾,0,,,2,,1,1,71,78,高田メガネ　吉祥寺店,高田メガネ　吉祥寺店,ﾀｶﾀﾞﾒｶﾞﾈ ｷﾁｼﾞﾖｳｼﾞﾃﾝ,高田メガネ　吉祥寺店,1800003,東京都武蔵野市吉祥寺南町１－１－２４,吉祥寺ロンロン２Ｆ,,0422-22-1857,0422-22-8346,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7393,130720,0,130720,0000130720,34,水戸営業所,8,2235,中原　弘二,0,,,2,,0,0,75,78,勝瀬眼科医院,勝瀬眼科医院,ｶﾂｾｶﾞﾝｶｲｲﾝ,勝瀬眼科医院,3120034,茨城県ひたちなか市堀口字中原,７２３－１６,,029-273-1277,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7394,130738,0,130738,0000130738,6,関西営業１課,28,4689,田中　将喜,0,,,2,,1,1,74,78,（有）鈴蘭台メディカルサ－ビス,（有）鈴蘭台メディカ,(ﾕｳ)ｽｽﾞﾗﾝﾀﾞｲﾒﾃﾞｨｶﾙｻ-ﾋﾞｽ,（有）鈴蘭台メディカルサ－ビス,6511112,兵庫県神戸市北区鈴蘭台東町,１－１０－１,池内眼科医院内,078-594-3522,078-594-3622,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7395,130761,0,130761,0000130761,18,関東営業２課,13,1843,森田　丈爾,0,,,2,,1,1,71,78,有限会社　パンナビュウ,（有）パンナビュウ,ﾕｳｹﾞﾝｶﾞｲｼｬ ﾊﾟﾝﾅﾋﾞｭｳ,有限会社　パンナビュウ,1820022,東京都調布市国領町４－２９－１４,,,0424-83-5413,0424-83-5483,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2013-03-29 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7396,130809,0,130809,0000130809,251,関西第３営業チーム,28,5838,蛭田　義浩,0,,,2,,0,0,71,78,田中　眼科,田中　眼科,ﾀﾅｶ ｶﾞﾝｶ,田中　眼科,6610002,尼崎市　塚口町　４－１５－５,,,06-6429-0319,06-6429-0319,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:12,1409.0,2026-05-26 05:10:04,False,False,True,False,True
7397,130817,0,130817,0000130817,8,九州営業１課,40,4264,財津　健太郎,0,,,2,,1,1,74,78,アイ・キャン小郡コンタクト,アイ・キャン小郡,ｱｲｷｬﾝｵｺﾞｵﾘｺﾝﾀｸﾄ,アイ・キャン小郡コンタクト,8380144,福岡県小郡市祇園１丁目１５－１０,広瀬眼科医院　内,,0942-73-3660,0942-73-3676,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,True,False
7398,130825,0,130825,0000130825,8,九州営業１課,42,5536,中村　駿介,0,,,2,,1,1,74,78,♯五島中央病院　眼科外来,♯五島中央病院,ｺﾞﾄｳﾁﾕｳｵｳﾋﾞﾖｳｲﾝ ｶｹﾝｶｶﾞｲﾗｲ,♯五島中央病院　眼科外来,8530033,長崎県五島市吉久木町２０５,,,0959-72-3181,0959-72-2881,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7399,130890,0,130890,0000130890,226,首都圏営業３課,14,4270,佐藤　好典,0,,,2,,1,1,75,78,有限会社　オプティカルスタッフ,オプティカルスタッフ,ﾕ)ｵﾌﾟﾃｨｶﾙｽﾀｯﾌ,有限会社　オプティカルスタッフ,2440801,神奈川県横浜市戸塚区品濃町,５１５－１,南の街４号棟１０４号　木下眼科内,045-822-8500,045-822-8746,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,False,True
7400,130905,0,130905,0000130905,29,岡山営業所,37,2398,三好　和彦,0,,,2,,1,1,71,78,Ｋ．Ｋ．イリエ,Ｋ．Ｋ．イリエ,ｹ-.ｹ-.ｲﾘｴ,Ｋ．Ｋ．イリエ,7610433,香川県　高松市　十川西町　３６８,,十河診療所　眼科　内,087-848-1167,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2011-07-12 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7401,130947,0,130947,0000130947,19,宇都宮営業所,9,6072,宮森　謙太,0,,,2,,1,1,75,78,ベルメデイカル　サ－ビス,ベルメデイカル　サ－,ﾍﾞﾙﾒﾃﾞｲｶﾙ ｻ-ﾋﾞｽ,ベルメデイカル　サ－ビス,3230031,栃木県小山市八幡町,２－８－１８,鈴木眼科医院ビル内,0285-24-1010,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7402,130970,0,130970,0000319237,18,首都圏営業２課,13,106708,渡辺　ゆりこ,0,436,ｱｲ&ｱｲ,2,,1,1,75,78,アイ＆アイ本店コンタクト,アイ＆アイ本店,ｱｲｱﾝﾄﾞｱｲﾎﾝﾃﾝｺﾝﾀｸﾄ,株式会社アイ＆アイ,1320011,東京都江戸川区瑞江,２－３－７,,03-3698-9080,03-3698-9080,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,False,True,True
7403,130970,2,704490,0000319237,9,東ブロック２課,13,4198,羽賀　裕之,0,436,ｱｲ&ｱｲ,2,,1,1,71,78,アイ＆アイ　瑞江本店,アイ＆アイ　瑞江本店,ｱｲ&ｱｲ ﾐｽﾞｴﾎﾝﾃﾝ,アイ＆アイ　瑞江本店,1340015,東京都江戸川区西瑞江２－５－２０,,,03-3698-9080,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,True,True,False,True,True
7404,130988,0,130988,0000130988,4,首都圏営業１課,11,6103,渡部　彩乃,0,,,2,,1,1,75,78,メガネのアラキダ　杉戸店,メガネのアラキダ杉戸,ﾒｶﾞﾈﾉｱﾗｷﾀﾞ ｽｷﾞﾄﾃﾝ,メガネのアラキダ　杉戸店,3450036,埼玉県北葛飾郡杉戸町杉戸,２－１２－２９,第５ヒノマルビル１階,0480-34-1833,0480-34-1833,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,False,True,False
7405,131006,0,131006,0000131006,4,首都圏営業１課,11,6103,渡部　彩乃,0,,,2,,1,1,75,78,メガネのアラキダ幸手店,アラキダ幸手,ﾒｶﾞﾈﾉｱﾗｷﾀﾞｻﾂﾃﾃﾝ,メガネのアラキダ幸手店,3400115,埼玉県幸手市中,１－１５－４,,0480-42-8813,0480-42-8813,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,True,False,True
7406,131048,0,131048,0000131048,3,仙台営業所,4,6080,奥西　颯馬,0,,,2,,1,1,75,78,いずみメディカル,いずみメディカル,ｲｽﾞﾐﾒﾃﾞｲｶﾙ,いずみメディカル,9813122,宮城県仙台市泉区加茂,４－４－２,いずみクリニック内,022-377-0551,022-377-4093,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,True,True
7407,131128,0,131128,0000131128,49,関西営業２課,27,4489,籾山　恒平,0,,,2,,1,1,71,78,有限会社　アリスコンタクトレンズ,アリスコンタクト,ﾕｳｹﾞﾝｶﾞｲｼﾔ ｱﾘｽｺﾝﾀｸﾄﾚﾝｽﾞ,有限会社　アリスコンタクトレンズ,5998114,大阪府堺市東区日置荘西町,１丁３４番１２号,,0722-85-7800,072-285-7890,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-02 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,True,True,True,True
7408,131136,0,131136,0000131136,8,九州営業１課,47,2925,橋野　孝治,0,,,2,,1,1,74,78,ふるさと医療情報センター（株）,ふるさと医療,ﾌﾙｻﾄｲﾘｮｳ,ふるさと医療情報センター（株）,9020065,沖縄県那覇市壺屋,１－８－３９,つぼや眼科内,098-863-1717,098-863-1717,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7409,131144,0,131144,0000131144,6,関西営業１課,28,4145,池水　直樹,0,,,2,,1,1,71,78,有限会社　アイセンタ－　石本,有限会社　アイセンタ,ﾕｳｹﾞﾝｶﾞｲｼﾔ ｱｲｾﾝﾀ- ｲｼﾓﾄ,有限会社　アイセンタ－　石本,6620971,兵庫県西宮市和上町６番１０号,サンパ－ルビル１階,石本眼科医院内,0798-22-5464,0798-22-5464,,0,2020-11-25 15:34:35,storemaster,2011-06-06 09:00:00,2013-04-02 09:00:00,2020-11-26 16:46:44,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7410,131151,0,131151,0000131151,251,関西第３営業チーム,28,5194,坪井　瞭,0,,,2,,0,0,71,78,石本眼科医院,石本眼科医院,ｲｼﾓﾄｶﾞﾝｶｲｲﾝ,石本眼科医院,6620971,兵庫県西宮市和上町６番１０号,サンパ－ルビル１階,,0798-22-5464,0798-22-5464,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2022-04-04 00:00:00,2022-12-08 22:30:12,1409.0,2026-05-26 05:10:04,False,False,False,False,False
7411,131169,0,131169,0000317115,18,首都圏営業２課,12,5392,大浦　剛,0,185,(ｶﾌﾞ)ﾌｼﾞﾒｶﾞﾈ,2,,1,1,75,78,株式会社富士メガネ四街道店,㈱富士メガネ四街道店,ｶ)ﾌｼﾞﾒｶﾞﾈﾖﾂｶｲﾄﾞｳﾃﾝ,（株）富士メガネ　コンタクトレンズ部,2840009,千葉県四街道市中央,５番地,イトーヨーカドー２Ｆ,043-421-4101,043-421-4172,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-04-01 00:00:00,2026-05-25 22:30:10,1409.0,2026-05-26 05:10:04,True,False,False,False,True
7412,131169,1,704494,0000317115,4,首都圏第１営業チーム,14,6189,長尾　健太郎,0,185,(ｶﾌﾞ)ﾌｼﾞﾒｶﾞﾈ,2,,0,0,71,78,富士メガネ　古淵店,富士メガネ　古淵店,ﾌｼﾞﾒｶﾞﾈ ｺﾌﾞﾁﾃﾝ,（株）富士メガネ　コンタクトレンズ部,2520344,神奈川県相模原市南区古淵,３－１３－３１,イトーヨーカドー古淵店３Ｆ,,,,0,2020-11-25 15:34:35,storemaster,2011-06-06 00:00:00,2026-02-03 00:00:00,2026-02-25 22:30:04,1409.0,2026-05-26 05:10:04,False,False,False,False,False
